asa_code,regex,explanation
302013,"30201[35]:\s*(?<action>\S+)\s+(?<direction>\w+bound)\s+(?<transport>\S+)(?:\s+connection)?\s+(?<session_id>\d+)\s+for\s+(?<src_interface>[^:]+)\s*:\s*(?:(?<src_ip>(?:[\d+\.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*\/\s*(?<src_port>\d+)\s*(?:\(\s*(?:(?<src_translated_ip>(?:[\d+\.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_translated_host>\S+))\s*\/\s*(?<src_translated_port>\d+)\s*\)(?:\s*\(\s*(?:(?<src_nt_domain>[\S^\\\[]+)\s*[\\\[]\s*)?(?<src_user>[^\s\|\)]+)(?:[^\]]+\])?\s*\))?\s+to\s+(?<dest_interface>[^:]+)\s*:\s*(?:(?<dest_ip>(?:[\d+\.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*\/\s*(?<dest_port>\d{1,5})\s*\(\s*(?:(?<dest_translated_ip>(?:[\d+\.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_translated_host>\S+))\s*\/\s*(?<dest_translated_port>\d+)\s*\)(?:\s*\(\s*(?:(?<dest_nt_domain>[\S^\\]+)\\)?(?<dest_user>[\w\-_]+)\s*\))?(?:\s*\(\s*(?<user>[^\)\s]+)\s*\))?|\(\s*(?<user_ALT>\S+)\s*\))",A TCP connection slot between two hosts was created.
302014,"30201[46]:\s*(?<action>\S+)\s+(?<transport>\S+)\s+connection\s+(?<session_id>\d+)\s+for\s+(?<src_interface>[^:\s]+)\s*:\s*(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*\/\s*(?<src_port>\d{1,5})(?:\s*\(\s*(?:(?<src_nt_domain>[\S^\\]+)\\)?(?<src_user>[\w\-_.]+)\s*\))?\s+to\s+(?<dest_interface>[^:]+)\s*:\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*\/\s*(?<dest_port>\d{1,5})(?:\s*\(\s*(?:(?<dest_nt_domain>[\S^\\]+)\\)?(?<dest_user>[\w\-_]+)\s*\))?\s+[Dd]uration:?\s*(?:(?<duration_day>\d+)[dD])?\s*(?<duration_hour>\d+)[Hh]?\s*:\s*(?<duration_minute>\d+)[Mm]?\s*:\s*(?<duration_second>\d+)[Ss]?\s+bytes\s+(?<bytes>\d+)\s*(?:(?<reason>.+?(?=\s+from))\s+from\s+(?<teardown_initiator>\S+)|(?<reason_ALT>[^\(]+))?\s*(?:\(\s*(?<user>[^\)\s]+)\s*\))?",A TCP connection between two hosts was deleted. The following list describes the message values:
302015,"30201[35]:\s*(?<action>\S+)\s+(?<direction>\w+bound)\s+(?<transport>\S+)(?:\s+connection)?\s+(?<session_id>\d+)\s+for\s+(?<src_interface>[^:]+)\s*:\s*(?:(?<src_ip>(?:[\d+\.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*\/\s*(?<src_port>\d+)\s*(?:\(\s*(?:(?<src_translated_ip>(?:[\d+\.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_translated_host>\S+))\s*\/\s*(?<src_translated_port>\d+)\s*\)(?:\s*\(\s*(?:(?<src_nt_domain>[\S^\\\[]+)\s*[\\\[]\s*)?(?<src_user>[^\s\|\)]+)(?:[^\]]+\])?\s*\))?\s+to\s+(?<dest_interface>[^:]+)\s*:\s*(?:(?<dest_ip>(?:[\d+\.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*\/\s*(?<dest_port>\d{1,5})\s*\(\s*(?:(?<dest_translated_ip>(?:[\d+\.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_translated_host>\S+))\s*\/\s*(?<dest_translated_port>\d+)\s*\)(?:\s*\(\s*(?:(?<dest_nt_domain>[\S^\\]+)\\)?(?<dest_user>[\w\-_]+)\s*\))?(?:\s*\(\s*(?<user>[^\)\s]+)\s*\))?|\(\s*(?<user_ALT>\S+)\s*\))",A UDP connection slot between two hosts was created. The following list describes the message values:
302016,"30201[46]:\s*(?<action>\S+)\s+(?<transport>\S+)\s+connection\s+(?<session_id>\d+)\s+for\s+(?<src_interface>[^:\s]+)\s*:\s*(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*\/\s*(?<src_port>\d{1,5})(?:\s*\(\s*(?:(?<src_nt_domain>[\S^\\]+)\\)?(?<src_user>[\w\-_.]+)\s*\))?\s+to\s+(?<dest_interface>[^:]+)\s*:\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*\/\s*(?<dest_port>\d{1,5})(?:\s*\(\s*(?:(?<dest_nt_domain>[\S^\\]+)\\)?(?<dest_user>[\w\-_]+)\s*\))?\s+[Dd]uration:?\s*(?:(?<duration_day>\d+)[dD])?\s*(?<duration_hour>\d+)[Hh]?\s*:\s*(?<duration_minute>\d+)[Mm]?\s*:\s*(?<duration_second>\d+)[Ss]?\s+bytes\s+(?<bytes>\d+)\s*(?:(?<reason>.+?(?=\s+from))\s+from\s+(?<teardown_initiator>\S+)|(?<reason_ALT>[^\(]+))?\s*(?:\(\s*(?<user>[^\)\s]+)\s*\))?",A UDP connection slot between two hosts was deleted. The following list describes the message values:
302019,"302019: H\.323 (?<library_name>\S+) ASN Library failed to initialize, error code (?<number>\S+)$","The specified ASN librar y that the Secure Firewall ASA uses for decoding the H.323 messages failed to initialize; the Secure Firewall ASA cannot decode or inspect the arriving H.323 packet. The Secure Firewall ASA allows the H.323 packet to pass through without any modification. When the next H.323 message arrives, the Secure Firewall ASA tries to initialize the library again."
302020,"30202[01]:\s*(?<action>\S+)(?:\s+(?<direction>([Ii]nbound|[Oo]utbound)))?\s+(?<transport>\w+)\s+connection\s+for\s+faddr\s+(?:(?<src_ip>(?:[\d+.]+|[a-fA-F0-9]*:[a-fA-F0-9]*:[a-fA-F0-9:]*))|(?<src_host>[^\/\s]+))(?:\s*\/\s*(?<src_port>\d+)\s*)?(?:\s*\(\s*(?:(?<src_nt_domain>[\S^\\]+)\\)?(?<src_user>[\w\-_$&+,:;=?@#|'<>.^*()%!\-\s]+)\s*\))?\s+gaddr\s+(?:(?<dest_public_ip>(?:[\d+.]+|[a-fA-F0-9]*:[a-fA-F0-9]*:[a-fA-F0-9:]*))|(?<dest_public_host>[^\/\s]+))(?:\s*\/\s*(?<dest_public_port>\d+)\s*)?\s+laddr\s+(?:(?<dest_ip>(?:\d+\.\d+\.\d+\.\d+|[a-fA-F0-9]*:[a-fA-F0-9]*:[a-fA-F0-9:]*))|(?<dest_host>[^\/\s]+))(?:\s*\/\s*(?<dest_port>\d+)\s*)?(?:\s*\(\s*(?:(?<dest_nt_domain>[\S^\\]+)\\)?(?<dest_user>[\w\-_$&+,:;=?@#|'<>.^*()%!\-\s]+)\s*\))?(?:\s*type\s+(?<icmp_type>\d+)\s+code\s+(?<icmp_code>\d+))?",This message is generated when an ICMP session was established in the fast-path. The following list describes the message values:
302021,"30202[01]:\s*(?<action>\S+)(?:\s+(?<direction>([Ii]nbound|[Oo]utbound)))?\s+(?<transport>\w+)\s+connection\s+for\s+faddr\s+(?:(?<src_ip>(?:[\d+.]+|[a-fA-F0-9]*:[a-fA-F0-9]*:[a-fA-F0-9:]*))|(?<src_host>[^\/\s]+))(?:\s*\/\s*(?<src_port>\d+)\s*)?(?:\s*\(\s*(?:(?<src_nt_domain>[\S^\\]+)\\)?(?<src_user>[\w\-_$&+,:;=?@#|'<>.^*()%!\-\s]+)\s*\))?\s+gaddr\s+(?:(?<dest_public_ip>(?:[\d+.]+|[a-fA-F0-9]*:[a-fA-F0-9]*:[a-fA-F0-9:]*))|(?<dest_public_host>[^\/\s]+))(?:\s*\/\s*(?<dest_public_port>\d+)\s*)?\s+laddr\s+(?:(?<dest_ip>(?:\d+\.\d+\.\d+\.\d+|[a-fA-F0-9]*:[a-fA-F0-9]*:[a-fA-F0-9:]*))|(?<dest_host>[^\/\s]+))(?:\s*\/\s*(?<dest_port>\d+)\s*)?(?:\s*\(\s*(?:(?<dest_nt_domain>[\S^\\]+)\\)?(?<dest_user>[\w\-_$&+,:;=?@#|'<>.^*()%!\-\s]+)\s*\))?(?:\s*type\s+(?<icmp_type>\d+)\s+code\s+(?<icmp_code>\d+))?",This message is generated when an ICMP session is removed in the fast-path. The following list describes the message values:
302033,(?:302033: Pre\-allocated H323 GUP Connection for faddr (?<interface_name>\S+):(?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)) to laddr (?<interface_name_2>\S+):(?<local_address>\S+)/(?<dst_port>\d+)|%ASA-\d+-302033: Pre\-allocated H323 GUP Connection for faddr (?<interface_name>\S+):(?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<src_port>\d+) to laddr (?<interface_name_2>\S+):(?<local_address>\S+))$,A GUP connection was started from the foreign address to the local address. The foreign port (outside port) only appears on connections from outside the security device. The local port value (inside port) only appears on connections started on an internal interface.
302034,(?:302034: Unable to Pre\-allocate H323 GUP Connection for faddr (?<interface_name>\S+):(?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)) to laddr (?<interface_name_2>\S+):(?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<dst_port>\d+)|%ASA-\d+-302034: Unable to Pre\-allocate H323 GUP Connection for faddr (?<interface_name>\S+):(?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<src_port>\d+) to laddr (?<interface_name_2>\S+):(?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)))$,The module failed to allocate RAM system memory while starting a connection or has no more address translation slots available.
302038,(?:302038: Teardown IPINIP connection (?<conn_id>\d+) for (?<src_interface>\S+):(?<inside_ip>\S+)/(?<src_port>\d+)(?<outside_idfw_user>\S*) to (?<dst_interface>\S+):(?<outside_ip>\S+)/(?<dst_port>\d+)(?<inside_idfw_user>\S*) duration (?<time_value>\S+) bytes (?<bytes>\S+) \[\((?<user>\S+)\)\]|%ASA-\d+-302038: Teardown IPINIP connection (?<conn_id>\d+) for (?<dst_interface>\S+):(?<outside_ip>\S+)/(?<dst_port>\d+)(?<outside_idfw_user>\S*) to (?<src_interface>\S+):(?<inside_ip>\S+)/(?<src_port>\d+)(?<inside_idfw_user>\S*) duration (?<time_value>\S+) bytes (?<bytes>\S+) \[\((?<user>\S+)\)\])$,An IPINIP flow has been torn down.
303002,"303002:\s*FTP\s+connection\s+from\s+(?<src_interface>[^:\s]+):(?<src_ip>\S+)\/(?<src_port>\d+)\s+to\s+(?<dest_interface>[^:\s]+):(?<dest_ip>\S+)\/(?<dest_port>\d+),\s+user\s+(?<user>.+?)\s+(?<action>Retrieved|Stored|Deleted|Put|Get)\s+file\s+(?<filename>.+)",A client has uploaded or downloaded a file from the FTP server.
303004,"303004: FTP (?<cmd_string>\S+) command unsupported \- failed strict inspection, terminating connection from (?<source_interface>\S+):(?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<src_port>\d+) to (?<dst_interface>\S+):(?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<dst_interface_2>\S+)$","Strict FTP inspection on FTP traffic has been used, and an FTP request message contains a command that is not recognized by the device."
303005,"303005: Strict FTP inspection matched (?<match_string>\S+) in policy\-map (?<policy_name>\S+), (?<action_string>\S+) from (?<src_interface>\S+):(?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<src_port>\d+) to (?<dst_interface>\S+):(?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<dst_port>\d+)$","When FTP inspection matches any of the following configured values: filename, file type, request command, server, or username, then the action specified by the action_string in this message occurs."
305013,"(?:305013: Asymmetric NAT rules matched for forward and reverse flows; Connection for icmp src (?<interface_name>\S+):(?<source_ip_address>\S+)(?<source_user>\S+) dst (?<interface_name_2>\S+):(?<destination_ip_address>\S+)(?<destination_user>\S+) \(type (?<type>\S+), code (?<code>\S+)\) denied due to NAT reverse path failure|%ASA-\d+-305013: Asymmetric NAT rules matched for forward and reverse flows; Connection for ""protocol"" src (?<interface_name>\S+):(?<source_ip_address>\S+)/(?<src_port>\d+)(?<source_user>\S+) dst (?<interface_name_2>\S+):(?<destination_ip_address>\S+)/(?<dst_port>\d+)(?<destination_user>\S+) denied due to NAT reverse path failure|%ASA-\d+-305013: Asymmetric NAT rules matched for forward and reverse flows; Connection for protocol (?<protocol_name>\S+) src (?<interface_name>\S+):(?<source_ip_address>\S+)(?<source_user>\S+) dst (?<interface_name_2>\S+):(?<destination_ip_address>\S+)(?<destination_user>\S+) denied due to NAT reverse path failure)$",An attempt to connect to a mapped host using its actual address was rejected.
305016,(?:305016: Unable to create (?<protocol>\S+) connection from (?<source_interface_name>\S+):(?<source_ip_address>\S+)/(?<src_port>\d+) to (?<destination_interface_name>\S+):(?<destination_ip>\S+)/(?<dst_port>\d+) due to reaching per\-host PAT port block limit of (?<threshold_limit>\S+)\.|%ASA-\d+-305016: Unable to create (?<protocol>\S+) connection from (?<source_interface_name>\S+):(?<source_ip_address>\S+)/(?<src_port>\d+) to (?<destination_interface_name>\S+):(?<destination_ip_address>\S+)/(?<dst_port>\d+) due to port block exhaustion in PAT pool '(?<pool_name>\S+)' IP (?<pool_ip_address>\S+)\.|%ASA-\d+-305016: Port blocks exhausted in PAT pool '(?<pool_name>\S+)' IP (?<pool_address>\S+)\. Unable to create connection\.)$,The maximum port blocks per host limit has been reached for a host or the port blocks have been exhausted.
312001,"312001: RIP hdr failed from (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)): cmd=(?<string>\S+), version=(?<number>\S+), domain=(?<string_2>\S+) on (?<interface>\S+) (?<interface_name>\S+)$","The Secure Firewall ASA received a RIP message with an operation code other than reply, the message has a version number different from what is expected on this interface, and the routing domain entry was nonzero. Another RIP device may not be configured correctly to communicate with the Secure Firewall ASA."
313001,"313001: (?<action>\w+) (?<transport>\w+) type=(?<icmp_type>\d+), code=(?<icmp_code>\S+) from (?<src_ip>[0-9.]+) on interface (?<src_interface>\S+)","When using the icmp command with an access list, if the first matched entry is a permit entry, the ICMP packet continues processing. If the first matched entry is a deny entry, or an entry is not matched, the Secure Firewall ASA discards the ICMP packet and generates this message. The icmp command enables or disables pinging to an interface. With pinging disabled, the Secure Firewall ASA cannot be detected on the network. This feature is also referred to as configurable proxy pinging."
313004,"313004:\s*(?<action>\S+)\s+(?<transport>\S+)\s+type=(?<icmp_type>\d+),\s+from\s+laddr\s+(?<src_ip>\S+)\s+on\s+interface\s+(?<src_interface>.+?)\s+to\s+(?<dest_ip>\S+):\s+(?<reason>.+)","ICMP packets were dropped by the Secure Firewall ASA because of security checks added by the stateful ICMP feature that are usually either ICMP echo replies without a valid echo request already passed across the Secure Firewall ASA or ICMP error messages not related to any TCP, UDP, or ICMP session already established in the Secure Firewall ASA."
313005,"313005:\s*No\s+matching\s+connection\s+for\s+(?<transport>\S+)\s+error\s+message:\s+icmp\s+src\s+(?<src_interface>[^:\s]+):(?<src_ip>\S+)\s+dst\s+(?<dest_interface>[^:\s]+):(?<dest_ip>[^\(\s]+)(?:\((?<dest_host>[^\)]+)\))?\s+\(type\s+(?<icmp_type>\d+),\s*code\s+(?<icmp_code>\d+)\)\s+on\s+(?<interface_name>\S+)\s+interface\.\s+Original\s+IP\s+payload:\s+(?:(?<orig_transport>\S+)\s+src\s+(?<orig_src_ip>\S+)(?:\/(?<src_port>\d+))?\s+dst\s+(?<orig_dest_ip>\S+)(?:\/(?<dest_port>\d+))?(?:\s+\(type\s+(?<orig_icmp_type>\d+),\s*code\s+(?<orig_icmp_code>\d+)\))?|(?<orig_msg>.*))\.",ICMP error packets were dropped by the Secure Firewall ASA because the ICMP error messages are not related to any session already established in the Secure Firewall ASA.
313008,"313008: (?<action>\w+) (?<transport>\S+) type=(?<icmp_type>\d+), code=(?<icmp_code>\S+) from (?<src_ip>\S+) on interface (?<src_interface>\S+)","When using the icmp command with an access list, if the first matched entry is a permit entry, the ICMPv6 packet continues processing. If the first matched entry is a deny entry, or an entry is not matched, the Secure Firewall ASA discards the ICMPv6 packet and generates this message. The icmp command enables or disables pinging to an interface. When pinging is disabled, the Secure Firewall ASA is undetectable on the network. This feature is also referred to as “configurable proxy pinging.”"
313009,"313009: (?<action>\w+) invalid ICMP code (?<icmp_code>\S+) , for (?<src_interface>\S+):(?<src_ip>[0-9.]+)\/(?<src_port>[0-9]+).* to (?<dest_interface>\S+):(?<dest_ip>[0-9.]+)\/(?<dest_port>[0-9]+).* ICMP type (?<icmp_type>\S+)",An ICMP echo request/reply packet was received with a malformed code(non-zero).
314003,"314003: Dropped RTSP traffic from (?<src_intf>\S+):(?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), reason: (?<reason>\S+)$","The RTSP message violated the user-configured RTSP security policy, either because it contains a port from the reserve port range, or it contains a URL with a length greater than the maximum limit allowed."
315013,"315013: SSH session from (?<ssh_client_address>\S+) on (?<interface>\S+) (?<interface_name>\S+) for (?<user_2>\S+) ""(?<user>\S+)"" rekeyed successfully$",This syslog is needed to indicate that an SSH rekey has successfully completed. This is a Common Criteria certification requirement.
316002,"316002: VPN Handle error: protocol=(?<protocol>\S+), src (?<in_if_num>\S+):(?<src_addr>\S+), dst (?<out_if_num>\S+):(?<dst_addr>\S+)\.$","The Secure Firewall ASA cannot create a VPN handle, because the VPN handle already exists."
317002,"317002: Bad path pointer of (?<number>\S+) for (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), (?<number_2>\S+) max$",A software error occurred.
317006,"317006: Pdb index error %08x, %04x, (?<pdb>\S+)$",The index into the PDB is out of range.
317012,(?:317012: Interface IP route counter negative \- (?<nameif_string_value>\S+)|%ASA-\d+-317012: Interface IP route counter negative \- (?<nameif_string_value>\S+))$,Indicates that the interface route count is negative.
322001,"322001: (?<action>\w+) MAC address (?<src_mac>\S+), possible spoof attempt on interface (?<src_interface>\S+)","The Secure Firewall ASA received a packet from the offending MAC address on the specified interface, but the source MAC address in the packet is statically bound to another interface in the configuration. Either a MAC-spoofing attack or a misconfiguration may be the cause."
322002,"322002: ARP inspection check failed for arp (?:request|response) received from host (?<mac_address>\S+) on (?<interface_2>\S+) (?<interface>\S+)\. This host is advertising MAC Address (?<mac_address_1>\S+) for IP Address (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), which is (?:statically|dynamically) bound to MAC Address (?<mac_address_2>\S+)$","If the ARP inspection module is enabled, it checks whether a new ARP entry advertised in the packet conforms to the statically configured or dynamically learned IP-MAC address binding before forwarding ARP packets across the Secure Firewall ASA. If this check fails, the ARP inspection module drops the ARP packet and generates this message. This situation may be caused by either ARP spoofing attacks in the network or an invalid configuration (IP-MAC binding)."
